Review,Rating
Yummy! Very easy to make and no cracks in the cheesecake. I used cinnamon graham crackers instead of the cookies. I''m going to make this for Thanksgiving.,positive
"Really enjoyed this chicken!I cut the Hoisin back to 3 Tbsp and added 2 Tbsp Black bean Sauce.Easy and tasty Thanks Tebo, CheersBergy",positive
"I tried this the other night and it was good, although I cooked my rice using my idiot-proof microwave method instead.My kids refused to touch it, though.Their loss.",neutral
This was a good substantial dish but I found it a little too salty!!From the cheese I guess.The bacon was a nice touch though.,neutral
This rates a five star easily.What a simple way to make a complicated truffle easy!!Different toppings would go easily with this as well.Next time I'll make the adult version with a bit of rum added to the pudding so it too can soak into the cake.Thanks for this simple and delicious dessert.,positive
"Really good, very easy!",positive
"I agree with previous ratings. Added the chicken, used cream instead of milk. Served right away - a big hit. Served next day- even better! Very easy too.",positive
"These are delicious!I added 1/2 cup chopped walnuts, very good.",positive
"Thank you for sharing such a delicious recipe.It was very simple to prepare yet it yields delicious results.My brother, who is a good cook had a taste and immediately requested this recipe too. Yummy!",positive
I work in an instatutional place. We are alowed to serve what ever we want. I was telling them about the habenero honey. So we tryed it. They are eating it on everything. Didn't have fresh pepper so we used frozen one's. They work just as good.Used 8 small peppers to 1 quart of honey. If you like sweet then heatthis is very good.It not stay way from it.,positive
i made it without the chicken and it was still great,positive
"Loved your pot roast! The thickened juices were especially good. I used olive oil, didn't have any canola oil,doubled the garlic and used diced tomatoes. Did not know what browning sauce is, so I left it out. I don't think it made much difference. Also used less flour. We are looking forward to the leftovers, cubed the meat, added it to the jucies with left over carrots and potatoes, for tomorrow. Very good Sunday dinner thanks!! Dorothy",positive
"Reallyenjoyedf this dish! I used powdered dry ginger but it was still great. I cut the recipe back because two of us had this recipe and I made a separatedish with one piece of filet with plain Garlic, Lemon and Ginger. L9ve your recipes Tebo.Cheers Bergy",positive
Very nice blend of flavors. I omitted the almonds and it was great.,positive
The sauce was a little too sweet for my taste.,neutral
Thanks for this recipe.It has become a big favorite with my family.,positive
"This is a great basic recipe for delicious cranberry bread.To add a bit of sweetness and color to the bread, boil some dried apricots until plump and dice them up.Add them to the mix with the cranberries and walnuts.This is how I make my cranberry bread and EVERYONE loves it.Just make sure you have room in your tummy because you'll want more than one big piece!!",positive
"I've been making this recipe for years, but shaping it into balls before dipping into the chocolate.Heavenly!",positive
Very nice bread. I made it for a potluck and also heard more than once that it was 'the best zucchini bread' anyone's ever tasted.,positive
"This is very tasty. I get requests to make this soup all the time now. I made the butternut squash version, adding a ton of dried spices: paprika, basil, oregano, sage, parsley, etc.",positive
"These are ok, but I've had better.",neutral
"This is a great chili. I made a few changes to a double recipe. I substituted venison tenderloin, boar chops and ground elk which were all grilled over apple wood, canned black beans and a teaspoon and a half of habenero pepper flakes were added. The entire list of ingredients were heated in a skillet, portions at a time, then cooked overnight in a large crock pot. This chili won a second place trophy in a chili cookoff.",positive
Great way to start the day.It's done just in time to enjoy before going to work,positive
I made this dip this weekend for a party I had for my friends. Everybody liked it! It wasn't too hard to make and thatsgood because I can't cook too good. My mom has been helping me.,positive
"i served this to my card club this month, they all loved it and asked for the recipe. i give it a 5 star rating",positive
My mother helped me make the slaw for the hamburgers because I've never canned anything before. We have eaten these at the pool room when we go to visit my grandmother. They are really good! This recipe tastes like what you get in the pool rooms.,positive
When I served this at my party all my friends ate it up! I really liked it too.!,positive
"Hi Vicki- Cathy here - Yes we will print this recipe as well - thank you for posting it for all to enjoy -Next time you make a batch - call us - and we will do the same.I like both versions have you submitted the fattening butter and cottage cheese receipe?That one is truly decadent!!Let me know when you do!Grandma Paquette would be so happy to learn that you have done this to carry on the traditions of the family....Love to you all, Cathy",positive
"This was delicious, the mayo gave the salmon a lovely taste, and the topping had a great 'crunch' to it.",positive
"for those wondering about the ginger biscuits, the equivalent - gingersnap cookies!!this recipe is easy to make and delicious.",positive
very easy to prepare and tates wonderful!,positive
This made a wonderful side dish. I used almonds instead of hazlenuts and the recipe was delicious. I served this with another Recipezaar recipe called Roasted Sticky Chicken. I plan on making this again!,positive
You are a ,positive
"I made these today and they were so good.My husband loved them....Tomorrow I'm making more for his office.By the way, to prepare the pan - do you grease and flour - I did and it worked fine.Also, baked in little larger pan and turned out fine.Wanda from Texas",positive
"I cut this recipe in half (using 3 tbsp honey) and baked it in an 8"" cake pan as a side-dish with tonight's dinner. This is by far the moistest cornbread I have ever made. It was easy, quick to whip together, and was wonderful. It's a definite keeper!",positive
